일자,중식계,석식계
2021-01-27,1010.6653366122896,382.294796930594
2021-01-28,907.7632376866839,393.39805200931096
2021-01-29,604.0134427191656,295.3963760782591
2021-02-01,1195.8505538878824,516.2279825432721
2021-02-02,955.7404465497619,442.17946431018873
2021-02-03,936.5541373051198,410.1202135234128
2021-02-04,875.4399434169848,431.8696380260333
2021-02-05,655.4643165031406,362.75954803430886
2021-02-08,1208.7048375444278,615.6527058518558
2021-02-09,1022.7487678673518,500.1333919394144
2021-02-10,796.9847312836813,298.8293256790081
2021-02-15,1209.3967117829325,701.0053905025891
2021-02-16,1071.128783037344,652.4550176894032
2021-02-17,1044.08486134024,440.01096944893567
2021-02-18,865.5299460772411,530.6435232421079
2021-02-19,631.9117648740588,359.5758207137632
2021-02-22,1189.4299418686217,661.5169481159137
2021-02-23,1001.3393793313614,581.6777061450719
2021-02-24,887.8607545678381,380.95418051059795
2021-02-25,857.5170032299483,523.7943060913102
2021-02-26,597.4981152738752,323.208765984394
2021-03-02,1084.0267507608175,682.1525547815198
2021-03-03,981.8037696951322,430.66791376718817
2021-03-04,914.7611181068879,539.6279798532604
2021-03-05,655.8543308775429,352.9916119841617
2021-03-08,1262.2980356440603,699.4116312855851
2021-03-09,1147.113020344242,676.7904997556103
2021-03-10,1034.089067929006,437.96019549916684
2021-03-11,922.3648812657187,546.5220406047694
2021-03-12,666.9827018440067,302.68329998942875
2021-03-15,1226.6662752429038,702.2932226166436
2021-03-16,1018.3517034798294,580.5977695217044
2021-03-17,1050.8111312544372,436.006174723918
2021-03-18,891.8023824029143,469.3650426093728
2021-03-19,637.6527276694583,304.20334554936056
2021-03-22,1224.6957271095418,626.5280068570386
2021-03-23,999.3525306570137,583.4113409575176
2021-03-24,893.9523590131861,374.0133230003176
2021-03-25,839.752674977006,423.4240469460799
2021-03-26,611.4739232074697,297.6376296730935
2021-03-29,1197.5743625592736,612.2831017446341
2021-03-30,1016.9576296640787,574.8981160632708
2021-03-31,948.5479565153767,403.64534345369395
2021-04-01,792.7417121677502,407.53087677151734
2021-04-02,605.3175339387027,299.5836656161341
2021-04-05,1171.8883273783736,589.9878815612738
2021-04-06,977.9306423850859,541.8913013015926
2021-04-07,962.3731273039543,395.57503239424375
2021-04-08,839.5322333156887,434.41639498275333
2021-04-09,602.576076277876,281.99681051172314
