일자,중식계,석식계
2021-01-27,1015.2487633200917,383.66758080351013
2021-01-28,935.1568159203451,394.71528864227537
2021-01-29,627.7629921242412,291.4836727343637
2021-02-01,1197.1401350294368,530.4645587213215
2021-02-02,965.3026362901111,460.924394819918
2021-02-03,922.0099731581894,388.08784382409453
2021-02-04,892.9673469312486,457.7044197657047
2021-02-05,657.7653973736891,349.67192420836153
2021-02-08,1233.564634979964,598.2344675353979
2021-02-09,1023.7604295851241,509.4148484037082
2021-02-10,790.2271564357263,291.8304753485741
2021-02-15,1208.4853299170363,673.1706163316993
2021-02-16,1079.233609622208,623.3788917196775
2021-02-17,1035.9666883150082,399.83034574866195
2021-02-18,860.8418501333065,504.15156241258296
2021-02-19,641.5740403918209,348.17925517740736
2021-02-22,1176.586743000091,637.1639535396771
2021-02-23,975.289972949039,582.0020020132981
2021-02-24,861.4191975249483,352.2103812870206
2021-02-25,827.315796011877,493.32922833873386
2021-02-26,589.1246679070775,298.2561310920961
2021-03-02,1065.1394007230888,638.1726472389946
2021-03-03,995.3912939016466,429.1743489709908
2021-03-04,906.8068875043209,506.8778416697528
2021-03-05,635.089528526737,345.9292434198941
2021-03-08,1228.3403795475122,650.0543574293846
2021-03-09,1112.2708838153517,651.7781535939397
2021-03-10,1020.5004846017242,425.9957771687885
2021-03-11,910.1210117729239,499.29763056877954
2021-03-12,667.7378147913357,292.370334605476
2021-03-15,1223.1406270245268,661.6659666288057
2021-03-16,1032.1437315018502,557.4093498684422
2021-03-17,1037.9750085447483,401.6782545486995
2021-03-18,902.8025680523261,451.88301011886375
2021-03-19,635.7838451543342,283.2908997779556
2021-03-22,1211.7526945043319,609.7442069012018
2021-03-23,1001.7166402036305,553.1872916534963
2021-03-24,897.1146332858375,374.28900402393447
2021-03-25,834.8212212983757,413.22198996672086
2021-03-26,612.0486352783713,276.63402803218867
2021-03-29,1198.6503565688627,594.8741662469664
2021-03-30,1020.2577376768844,543.2236654064011
2021-03-31,951.4075779297655,402.32638209113435
2021-04-01,809.4565652036874,405.98670475137743
2021-04-02,607.4179188341594,272.9411809082622
2021-04-05,1183.1190667525286,586.130878167723
2021-04-06,1010.6454471079034,543.640722178629
2021-04-07,959.2838157437237,403.365552793455
2021-04-08,864.6580066709391,437.99527833460314
2021-04-09,602.590965206803,279.05419929549356
