일자,중식계,석식계
2021-01-27,1015.2487633200917,383.4315329811765
2021-01-28,935.1568159203451,396.38474091987825
2021-01-29,627.7629921242414,280.76206518524333
2021-02-01,1197.1401350294368,548.3029264336807
2021-02-02,965.3026362901111,457.9108594687478
2021-02-03,922.0099731581894,395.86441624031306
2021-02-04,892.9673469312486,450.5659566945926
2021-02-05,657.7653973736891,351.6133729590469
2021-02-08,1233.5646349799642,632.9842116404556
2021-02-09,1023.7604295851241,534.0072416932384
2021-02-10,790.2271564357263,293.1410094029313
2021-02-15,1208.4853299170363,696.0726624843604
2021-02-16,1079.233609622208,648.5589181904103
2021-02-17,1035.9666883150082,430.6338884272079
2021-02-18,860.8418501333065,520.2697351584286
2021-02-19,641.5740403918209,348.06255415954655
2021-02-22,1176.586743000091,658.0165321995431
2021-02-23,975.289972949039,610.1413626571182
2021-02-24,861.4191975249483,372.84241289293465
2021-02-25,827.315796011877,504.15874458326846
2021-02-26,589.1246679070775,292.34623535865427
2021-03-02,1065.1394007230888,650.519049711151
2021-03-03,995.3912939016466,434.69653290138956
2021-03-04,906.8068875043209,527.3869687435558
2021-03-05,635.089528526737,344.6404753935158
2021-03-08,1228.3403795475122,677.0719131215144
2021-03-09,1112.2708838153517,666.3013641476447
2021-03-10,1020.5004846017242,424.83830492692863
2021-03-11,910.1210117729239,518.1292377608293
2021-03-12,667.7378147913357,300.8698940921356
2021-03-15,1223.1406270245268,685.1285545478798
2021-03-16,1032.1437315018502,566.0460496211609
2021-03-17,1037.9750085447483,433.3581472773997
2021-03-18,902.8025680523261,459.6278625422157
2021-03-19,635.7838451543342,296.08221279007313
2021-03-22,1211.7526945043319,628.5791925233859
2021-03-23,1001.7166402036305,572.8043554240667
2021-03-24,897.1146332858375,379.9840151865484
2021-03-25,834.8212212983757,417.85536093628656
2021-03-26,612.0486352783713,285.6623893682158
2021-03-29,1198.6503565688624,612.9332234642611
2021-03-30,1020.2577376768844,563.5403853300827
2021-03-31,951.4075779297655,400.814222257089
2021-04-01,809.4565652036874,408.7463468076081
2021-04-02,607.4179188341594,273.696464062381
2021-04-05,1183.1190667525286,599.1107076498578
2021-04-06,1010.6454471079034,561.5045880547113
2021-04-07,959.2838157437237,388.1572709456141
2021-04-08,864.6580066709391,435.39929407981924
2021-04-09,602.590965206803,272.81021432914486
