일자,중식계,석식계
2021-01-27,1016.9169041280946,385.6024365936985
2021-01-28,919.5886507636794,393.50538781159037
2021-01-29,621.7652120740383,272.2994701493962
2021-02-01,1203.1976045351098,548.8664911572748
2021-02-02,962.5836805231401,465.6074822780942
2021-02-03,920.9278615287951,413.28029228590583
2021-02-04,885.9520954796596,452.11373649845734
2021-02-05,663.0025666192973,358.1360259348479
2021-02-08,1219.6345633918577,619.4188410901347
2021-02-09,1021.3637279036134,529.8424403151707
2021-02-10,815.7206856270324,285.7698304759443
2021-02-15,1225.8977923543125,711.1985626090916
2021-02-16,1069.5134519039023,635.0038859333555
2021-02-17,1051.7448740783304,448.54231961183996
2021-02-18,857.6369340662484,518.2934758563131
2021-02-19,642.7982760929552,353.1914582278016
2021-02-22,1181.4573077521873,668.5432487288163
2021-02-23,991.5544184035127,609.3045132820758
2021-02-24,874.0149283288506,387.08239471841415
2021-02-25,836.9851662654273,501.55358362760245
2021-02-26,592.1905856020122,301.1149909800106
2021-03-02,1062.2543170574581,680.6158100694767
2021-03-03,977.2632156665625,429.5765983147664
2021-03-04,907.8750098923625,533.6383489396233
2021-03-05,639.9867129281542,355.3886229232616
2021-03-08,1242.8981244032857,695.3347508311788
2021-03-09,1130.0054678369577,674.5409449333614
2021-03-10,1020.9718525074533,436.77150670617294
2021-03-11,915.9545719191001,536.9677167016774
2021-03-12,658.2151785834895,309.6708888153963
2021-03-15,1229.8975126229668,705.9913909440094
2021-03-16,1013.2616169192005,544.5987595809988
2021-03-17,1051.7718437540955,444.09717315799946
2021-03-18,901.1703003636185,461.4843738529152
2021-03-19,640.7727236919438,310.498098728523
2021-03-22,1217.686078462149,636.7234695200997
2021-03-23,995.9695831502308,573.9095491238683
2021-03-24,894.1647807483903,384.3106043538258
2021-03-25,839.3374697279792,416.5139984386382
2021-03-26,618.9716343125747,292.62742998793215
2021-03-29,1204.5182783050889,611.8263031143755
2021-03-30,1008.6267405919565,573.285244696092
2021-03-31,949.0933045759595,403.0476542084356
2021-04-01,801.3975763175615,400.2112667943618
2021-04-02,618.3147932697658,280.75558563158467
2021-04-05,1170.9011587347252,594.8047655258713
2021-04-06,997.1613687941127,564.736311678193
2021-04-07,960.1748325744878,382.98948895229023
2021-04-08,857.3254318656226,436.13277247373406
2021-04-09,601.734210091918,283.43559364560525
