일자,중식계,석식계
2021-01-27,1001.8267427694698,352.1854983781792
2021-01-28,911.2610166628068,384.92407575775235
2021-01-29,625.4671430872324,283.94323754644506
2021-02-01,1171.0856919196353,535.6473143918766
2021-02-02,957.7547901453869,447.8353251742301
2021-02-03,922.2543820500038,385.27774020977813
2021-02-04,874.4902032782333,434.0389422415592
2021-02-05,643.4418769778866,337.2639525215226
2021-02-08,1184.4406366290984,596.1377708342235
2021-02-09,1006.3428287403527,505.326020935781
2021-02-10,819.9957425021681,269.91377453460933
2021-02-15,1180.9188757479765,681.936867684724
2021-02-16,1033.212221345891,601.4179943197598
2021-02-17,1035.6991739326827,392.01019271770275
2021-02-18,864.7063978097898,488.60457464216336
2021-02-19,622.2102724402661,355.48058029614214
2021-02-22,1155.7213490179367,618.2625627635429
2021-02-23,976.4921450650797,557.3964291934872
2021-02-24,857.8338726919344,349.2762643131312
2021-02-25,845.6448081321957,471.2649253836042
2021-02-26,581.2646967734481,307.24131248422214
2021-03-02,1057.9777383583362,658.7897049251538
2021-03-03,968.6705779341089,408.0032883551666
2021-03-04,917.550996381098,519.6299294610712
2021-03-05,634.8836883972502,355.9709661653884
2021-03-08,1210.2406283030398,666.1573305821737
2021-03-09,1080.4702021288647,666.2863597347325
2021-03-10,1021.1500353176968,425.6381031200077
2021-03-11,912.5704772629476,507.1330233131383
2021-03-12,654.8481049703407,310.5411882398444
2021-03-15,1191.6731713583788,667.8322381890465
2021-03-16,997.9769388691391,552.858077890035
2021-03-17,1035.8908370349413,390.29608106419306
2021-03-18,886.2126441320249,452.3909075413497
2021-03-19,627.9066027928587,292.740837943522
2021-03-22,1182.3657847367808,620.7271581981029
2021-03-23,990.2207085702797,563.3848434981816
2021-03-24,880.8893562592409,339.79086203287295
2021-03-25,850.4527714964036,427.166934719252
2021-03-26,592.2771986396231,295.2906651016288
2021-03-29,1181.9433148363764,601.5123827485897
2021-03-30,1005.793423616532,545.3105313582021
2021-03-31,927.0238048114364,394.20181654445554
2021-04-01,803.3767438934684,408.23923112625096
2021-04-02,591.0556693410914,292.0208574378861
2021-04-05,1150.6912672655715,589.1227024806036
2021-04-06,994.1079456491468,554.0581054208586
2021-04-07,966.4233758067527,390.6678345889809
2021-04-08,851.2374315248574,436.44057362049045
2021-04-09,578.2334738708947,301.9205057365785
