일자,중식계,석식계
2021-01-27,1015.2487633200917,386.0060915736015
2021-01-28,935.1568159203449,395.42118735430716
2021-01-29,627.7629921242412,279.5728451454119
2021-02-01,1197.1401350294368,544.5413357126927
2021-02-02,965.3026362901111,453.64563229601265
2021-02-03,922.0099731581894,398.15262640344525
2021-02-04,892.9673469312486,450.08057545910503
2021-02-05,657.7653973736891,352.42285302312234
2021-02-08,1233.5646349799642,631.7106058137975
2021-02-09,1023.8422131679206,530.6548169381889
2021-02-10,790.2271564357263,289.5237376632366
2021-02-15,1208.4853299170363,696.9538662550657
2021-02-16,1079.233609622208,647.028126673096
2021-02-17,1035.9666883150082,432.85547277057697
2021-02-18,860.8418501333065,520.5955410685561
2021-02-19,641.5740403918209,350.1714442313921
2021-02-22,1176.586743000091,658.5446814758316
2021-02-23,975.289972949039,610.0224249287506
2021-02-24,861.4191975249483,373.82904463538614
2021-02-25,827.315796011877,503.2059495902635
2021-02-26,589.1246679070775,292.9974778778437
2021-03-02,1065.1394007230888,654.002880687048
2021-03-03,995.3912939016466,435.6289331702257
2021-03-04,906.8068875043209,529.1936579395002
2021-03-05,635.089528526737,346.5727895754339
2021-03-08,1228.3403795475122,679.1235044799746
2021-03-09,1112.2708838153517,667.2806470085054
2021-03-10,1020.5004846017242,426.54331207222776
2021-03-11,910.1210117729239,520.9551317413531
2021-03-12,667.6754317864096,299.788546234338
2021-03-15,1223.1406270245268,688.1751245183348
2021-03-16,1032.1437315018502,564.7632615282474
2021-03-17,1038.0350931096086,434.72763940510464
2021-03-18,902.8025680523261,460.10726776617395
2021-03-19,635.7838451543342,295.35117691021503
2021-03-22,1211.7526945043319,630.5698179566258
2021-03-23,1001.7166402036305,574.2794979698092
2021-03-24,897.1146332858375,381.35955163425456
2021-03-25,834.8212212983758,416.32100954989744
2021-03-26,612.0486352783713,284.47626119625716
2021-03-29,1198.6503565688627,613.3185220932052
2021-03-30,1020.2577376768843,564.1250435019846
2021-03-31,951.4075779297655,401.5100582405277
2021-04-01,809.4247528063148,406.4822070190495
2021-04-02,607.4179188341594,273.4629830191091
2021-04-05,1183.1190667525286,599.7337258343806
2021-04-06,1010.6454471079034,562.0663616176128
2021-04-07,959.2838157437237,388.31113019781196
2021-04-08,864.6580066709391,436.4021835863857
2021-04-09,602.590965206803,272.841188592238
