일자,중식계,석식계
2021-01-27,1014.1859746608962,387.5147199411683
2021-01-28,921.1087435831196,392.0757668840693
2021-01-29,612.9820360131973,291.55284766003786
2021-02-01,1204.3577501658492,532.4054989955067
2021-02-02,967.2060569808443,428.30448566862907
2021-02-03,946.6988355799774,409.3180643774394
2021-02-04,894.0971868647259,443.3494702151698
2021-02-05,655.8097040010264,360.925782201573
2021-02-08,1221.3820241037947,620.6963880506852
2021-02-09,1023.6542077697738,513.9153981552938
2021-02-10,791.0562136650009,293.17835390329253
2021-02-15,1210.5906511662401,713.234521338505
2021-02-16,1085.475919982925,670.3523763552789
2021-02-17,1038.1263509093799,432.4899823940797
2021-02-18,858.7904477805688,529.670203023397
2021-02-19,634.3077368488312,360.197640751025
2021-02-22,1192.9904275922518,678.0663973025306
2021-02-23,999.6589259156272,618.622027831866
2021-02-24,884.1590615141017,374.85036875923817
2021-02-25,848.668075790519,519.7126750185241
2021-02-26,596.233444609908,307.1033508387746
2021-03-02,1074.050924707975,671.3402941589534
2021-03-03,999.080285487953,446.0655895789447
2021-03-04,915.7511180142536,544.373285943549
2021-03-05,650.1232149668064,358.85264592023117
2021-03-08,1261.6903157065951,696.5500555525477
2021-03-09,1146.4444200309044,685.81908620459
2021-03-10,1030.2910687580418,443.64922888146384
2021-03-11,921.1106855689202,537.7821971055453
2021-03-12,673.3302456788642,304.6695330185274
2021-03-15,1230.0657494647355,703.2898797581009
2021-03-16,1021.1095741231196,578.9074545719607
2021-03-17,1045.4481315533951,438.3006738769218
2021-03-18,899.5634017462658,463.7106618624016
2021-03-19,636.724096119595,295.33830740049166
2021-03-22,1215.9469109418242,616.7302226456292
2021-03-23,992.7666154926015,579.850091243955
2021-03-24,893.8510070787971,375.6813606230636
2021-03-25,826.6617662401436,407.06014569366926
2021-03-26,613.3075829401434,291.8854815602026
2021-03-29,1200.9591426749066,607.9119642193731
2021-03-30,1013.7484808349582,570.5917524002667
2021-03-31,945.6392583749368,408.71419713010005
2021-04-01,792.4875025794435,406.8476307919413
2021-04-02,606.4409041916863,289.01608055714405
2021-04-05,1177.3973461409034,583.687194567709
2021-04-06,990.7525567617228,546.7576540851521
2021-04-07,954.3632168564191,403.4920385242965
2021-04-08,844.8623963271026,442.2607258476374
2021-04-09,608.3141088952588,280.14331620498825
