일자,중식계,석식계
2021-01-27,1048.0021541760063,384.3895175038168
2021-01-28,952.9366430586819,419.1247563310452
2021-01-29,647.882146109108,285.2196392601834
2021-02-01,1136.7383028453105,517.0823745474765
2021-02-02,936.3702670115154,442.61634734262844
2021-02-03,921.1281165038915,403.6234701918198
2021-02-04,895.1309070727606,433.0509571676912
2021-02-05,639.1707686362024,321.10180136267286
2021-02-08,1128.917646306978,561.9572334506877
2021-02-09,995.6865452167425,485.83404673993226
2021-02-10,815.354804310307,316.5105753422799
2021-02-15,1154.43917699034,660.5315176730273
2021-02-16,1002.985203935085,549.0893218694143
2021-02-17,1021.3801287233994,373.80549840022593
2021-02-18,876.4643301769987,457.6685032650522
2021-02-19,612.2341102219236,351.1067366175271
2021-02-22,1076.2161546852856,588.0253670958097
2021-02-23,933.4845166140542,522.3685053546202
2021-02-24,849.3317851876625,353.71099052394936
2021-02-25,854.7302928872903,454.30960727976964
2021-02-26,547.8536322715644,288.698493347482
2021-03-02,1047.0167103537115,617.7201819937056
2021-03-03,980.956994305279,416.8872729178323
2021-03-04,942.9529842659579,471.2011592251294
2021-03-05,636.5680699799725,351.1736353605473
2021-03-08,1173.7830697226816,651.1086653081595
2021-03-09,1058.4907204127549,642.2165833397661
2021-03-10,1014.54879673342,404.9071133522508
2021-03-11,928.6265919904126,467.1093131669171
2021-03-12,672.4937424228146,280.3621727430186
2021-03-15,1168.017788927304,635.7265534051575
2021-03-16,1010.6110654551145,507.35361904719974
2021-03-17,1045.3551173142862,370.3909523540864
2021-03-18,897.4288163448097,428.049914070106
2021-03-19,612.8539158970632,266.745663839845
2021-03-22,1177.532955536934,582.7486050367003
2021-03-23,984.8814770473355,505.1334478335142
2021-03-24,883.8349875710683,372.45920456788997
2021-03-25,811.4204972756739,405.4256458966749
2021-03-26,600.4230811930245,288.23873306369387
2021-03-29,1165.0641254328182,577.6528502785192
2021-03-30,996.2767631755418,499.5492255958799
2021-03-31,936.2635695877367,393.9168743539274
2021-04-01,816.3364543112156,397.4693678313782
2021-04-02,609.0912502943344,273.94144876486325
2021-04-05,1155.3450122058664,576.1170311922858
2021-04-06,1014.1570432453166,518.0241782449765
2021-04-07,961.7437810348596,376.9728543216236
2021-04-08,866.4115193821486,421.857189989953
2021-04-09,572.1247722234692,270.25877543129934
