index,운송장_건수
0,6.495833333333334
1,4.292559523809524
2,11.174952380952382
3,7.248333333333334
4,3.935071428571427
5,3.3935202020202024
6,4.923666666666667
7,3.2774765512265507
8,3.265
9,7.812857142857142
10,3.8266360028860045
11,4.28
12,4.8465
13,3.5141666666666667
14,5.849702380952382
15,4.026
16,6.871952380952382
17,4.2475
18,3.503333333333334
19,5.1225
20,3.359666666666667
21,3.063333333333333
22,3.483352941176471
23,3.947357142857143
24,3.727392628205129
25,4.427166666666666
26,7.010833333333335
27,4.584697802197803
28,4.297354978354978
29,3.915071428571427
30,8.275285714285715
31,5.24
32,4.2053571428571415
33,4.263519230769231
34,5.964559523809524
35,4.1536261697538785
36,6.535
37,3.145
38,4.393857142857143
39,6.440023809523809
40,4.340919552669552
41,4.105
42,6.159166666666668
43,6.062
44,5.090324314574314
45,4.472833333333333
46,3.591888198757764
47,6.871952380952382
48,14.7
49,6.133285714285714
50,4.592833333333333
51,7.40615873015873
52,10.51043594554159
53,4.427166666666666
54,3.483047619047619
55,4.31963492063492
56,4.491333333333333
57,3.9425494227994227
58,5.933619047619046
59,3.24
60,36.186134920634906
61,3.2694166666666664
62,3.99
63,3.2831190476190475
64,4.027845463750254
65,7.136166666666665
66,19.781626984126984
67,5.560333333333333
68,4.96425
69,3.263333333333333
70,3.13
71,11.325500000000002
72,3.6833333333333336
73,3.425
74,3.094333333333333
75,13.78
76,3.4525
77,3.8266360028860045
78,3.4107727979163265
79,4.051222222222223
80,3.9744841269841267
81,3.0727380952380945
82,3.6568690476190477
83,3.94
84,4.283095238095238
85,9.235404761904762
86,3.568619047619048
87,3.8531922799422795
88,9.281
89,3.5144696969696976
90,4.528666666666667
91,7.7079205932955945
92,3.02
93,8.92388888888889
94,4.31963492063492
95,4.709530298259741
96,11.002
97,5.715892857142855
98,3.131936507936508
99,3.9940952380952384
100,3.9400321903552977
101,4.0921071428571425
102,4.645050413551787
103,3.874166666666667
104,5.049750245270661
105,5.888926406926406
106,12.398
107,3.464666666666667
108,5.049750245270661
109,3.519427170868347
110,3.285343261270892
111,3.529206655272832
112,11.305666666666665
113,4.048880952380952
114,4.561412698412699
115,10.795093073593074
116,5.7000159501581145
117,3.4081816378663614
118,3.350643563607215
119,9.708704045954047
120,3.4081816378663614
121,3.831547551668777
122,4.140916666666667
123,14.393500000000003
124,5.403
125,3.445211629059994
126,4.292154761904763
127,3.4734484126984126
128,3.983181519460929
129,3.669700284978702
130,3.8530264385912876
131,4.036892685408449
132,3.8446842924963227
133,3.648717010617716
134,11.807865079365081
