index,운송장_건수
0,5.601005114074475
1,3.2562800522569444
2,6.899010317807901
3,5.582260450550021
4,3.906186099400076
5,3.5284771826110246
6,4.370325852376906
7,3.177936003245631
8,4.139820424298686
9,7.986217215852794
10,4.142121151339254
11,4.488637914019539
12,4.921387065558993
13,3.436751853491956
14,4.753368993728343
15,4.156631806677264
16,4.9263038607538965
17,4.306941367980106
18,4.367301883727744
19,5.500122722690781
20,5.249681986503212
21,3.0555329403855045
22,4.12458759498991
23,4.185105250501052
24,4.094356798384578
25,3.8957544550019714
26,4.352366231224106
27,4.4369555843296675
28,4.5452588015058435
29,4.251473282348485
30,8.84839928756888
31,4.227103896669721
32,4.095663489043054
33,4.3924340454879705
34,4.41995109930538
35,1.59737812663277
36,5.674868169940376
37,3.9560050488018774
38,5.017307101305899
39,9.20496541123679
40,2.144048849299431
41,5.013769847503333
42,4.856731646683493
43,3.6457153503718964
44,5.1563897426467955
45,4.746450572897941
46,4.367301883727744
47,4.544918213603309
48,21.817863965573185
49,6.15531683010483
50,8.367389842183636
51,5.547118938245408
52,7.007165596593461
53,3.8957544550019714
54,6.472516522907662
55,5.2676135524783145
56,5.47439447279104
57,5.498844616724319
58,4.054127492860974
59,3.367982104646408
60,12.174000382274105
61,4.591545519132599
62,5.240876507215841
63,3.6010587768028124
64,3.8229798747564505
65,12.29027441712353
66,9.406340885205552
67,6.612450260006371
68,5.909378696345353
69,4.080656195599887
70,3.8957544550019714
71,6.7941202433744685
72,2.408593359112955
73,6.93357467524102
74,3.441559306831813
75,7.174530930294224
76,3.6819005306544925
77,4.142121151339254
78,3.362241746865575
79,5.4693854254960055
80,4.2503087872208205
81,3.9585768592857886
82,3.5726234627235396
83,3.8787473952439155
84,3.9585768592857886
85,8.99978094328746
86,7.489308270659024
87,4.582852648681684
88,4.499594478342392
89,4.349709710916425
90,5.062727945214948
91,7.8434506900330545
92,3.600218201162453
93,6.139418345244511
94,5.7215546649488855
95,4.635228762909842
96,3.7484508389940294
97,5.694132650152925
98,5.506851439256174
99,5.968030719425868
100,3.9603214451423048
101,6.881949555830616
102,4.039978676634255
103,4.205121907648421
104,5.747675472290957
105,4.90412568131683
106,13.47158279014172
107,4.368058376517797
108,5.436824271324297
109,4.506043936222284
110,4.440347503566618
111,4.764031478945786
112,5.686498117612285
113,10.608566339647306
114,5.725004498397513
115,6.03105141035531
116,6.597704058730841
117,3.7625146086651355
118,3.7625146086651355
119,7.704962591289332
120,3.7625146086651355
121,3.669079937044321
122,4.42628258900892
123,5.6582066767381365
124,5.904666049927485
125,3.669079937044321
126,6.177588442032985
127,4.053121710390353
128,4.310007407294954
129,4.221725304226963
130,3.6594535533603447
131,3.659886882803649
132,5.070327811398728
133,5.07566008426735
134,4.219538046801008
135,5.207522044230522
136,3.1445067614089166
137,3.669079937044321
138,10.605394720675312
139,4.189574781207287
140,4.189574781207287
141,3.6589616622107504
142,4.58342679947723
143,4.737341209359953
144,4.193541229234717
145,4.461795842168129
146,3.5615537776928408
147,4.961553767669371
148,3.669079937044321
149,8.764157492383386
150,4.498920298689972
151,4.308918263583345
152,4.053121710390353
153,3.7625146086651355
154,4.860290015822444
155,3.669079937044321
156,4.189574781207287
157,4.276875772795938
158,5.036824047513414
159,4.865634436456178
160,3.9185250899927517
161,3.948926688820226
162,3.669079937044321
163,4.7961862772582915
164,3.7800765219437746
165,4.796083141690539
