index,운송장_건수
0,6.136720178428297
1,3.973128427747354
2,4.238927914581753
3,4.667704022524047
4,4.422252350710332
5,4.6426879796061415
6,5.454330317668367
7,6.668383082450745
8,4.5095172869034315
9,6.578669357084073
10,4.980882117001527
11,4.509528645543452
12,6.129635906713092
13,6.528617091822037
14,4.506760833416902
15,6.603102397205645
16,5.340600616213358
17,4.245425659264295
18,11.341996349452124
19,6.051623620843671
20,5.825959820667083
21,5.251386818176857
22,6.6312612524089065
23,4.601372777306841
24,5.613326368465905
25,4.359150834930333
26,5.081568001462732
27,5.578464576146359
28,4.431105486865236
29,4.653717200332428
30,6.115461677695054
31,6.201394922544656
32,5.613739567487781
33,3.92248621167702
34,4.503154298612382
35,5.298141057410399
36,4.457077166369979
37,4.291915520116195
38,6.751977964784699
39,6.682741112188785
40,5.9612771842835235
41,4.474796588346021
42,5.788512832249072
43,6.170784780671753
44,8.945849056836042
45,4.652370698476149
46,5.158729093978414
47,4.593728921512448
48,24.776200736700464
49,6.809202537037076
50,2.307308643414485
51,7.431942175475995
52,7.108852173297333
53,4.200545804540852
54,5.1858484331234616
55,3.2208614877985275
56,5.838915086469548
57,6.219581685357797
58,5.991709507294168
59,8.195671282005279
60,9.49770130318488
61,5.733364115623885
62,6.393914281676388
63,3.878000979599321
64,3.980235242461718
65,5.25207462057424
66,7.469539946084139
67,5.20551895057969
68,5.129943843430696
69,4.779757502800216
70,5.475734217485843
71,6.363267543162275
72,11.37259314991497
73,7.68730733101225
74,5.27406578533091
75,6.8080626836570275
76,7.974312166145311
77,4.591603909213712
78,4.200103799767744
79,6.036922745796637
80,8.139928607862542
81,4.529694527435177
82,4.147934041952351
83,4.748870354801179
84,4.57093189592202
85,10.774547548200523
86,6.308676894939096
87,6.077912952099527
88,5.094650996336974
89,5.192861695640205
90,6.33019309896469
91,9.158436260712872
92,5.336845980636772
93,6.480392357141161
94,4.838291670040592
95,5.182509247978035
96,7.208050054948361
97,4.984739017381815
98,6.136720274234275
99,8.833123606294718
100,4.880241728239968
101,6.074361304738086
102,5.297864521071944
103,4.317576214511269
104,5.740877298305926
105,4.878225136249268
106,8.809675999677514
107,4.926420476199283
108,5.595705795096324
109,5.514380320225729
110,6.577902869444381
111,6.454621583263169
112,5.34404400815704
113,13.093616742476753
114,4.663012245396977
115,5.608750781703036
116,6.280442473737751
117,4.268203138906647
118,5.637057860454977
119,5.266081415816289
120,7.496000908168419
121,4.2151536245741665
122,4.9893236276095285
123,5.754223947286768
124,4.543824916841598
125,3.890547721383872
126,4.067745252385431
127,4.185405213378155
128,4.270942141353326
129,4.845390885500056
130,5.053722688847856
131,5.1486385137528075
132,4.654714244678102
133,4.671523232551723
134,4.663420527190942
135,4.339650692859863
136,7.924091299891969
137,4.809149434313485
138,9.049458462002264
139,5.0950813987888965
140,5.147961202533189
141,4.1607579447327385
142,3.3311417236050525
143,6.029955302222043
144,5.625111951187846
145,4.779533800301393
146,5.015929687523171
147,7.736966711931809
148,4.001447098013935
149,4.804602036291339
150,4.694381635573449
151,3.9599262074225554
152,4.377840215446051
153,4.825327773666655
154,4.761999786843848
155,4.421379083640842
156,4.674205050988226
157,4.338733796474886
158,5.539884710454978
159,4.862616419839891
160,3.9862100930794524
161,4.001734498151133
162,4.6109111399576825
163,4.667706091250685
164,4.626401634635861
165,6.2715376471320905
166,4.712325711671389
167,3.8240781749670263
168,5.395809890600316
169,4.820733045614331
170,5.10940823328979
171,5.129173984305322
172,4.538338700684309
173,4.263976972621958
174,4.515615258505934
175,4.36783118531495
176,4.064477962461166
177,4.295493665680388
178,4.958369765520612
179,5.329758487659265
180,4.171220486536705
181,4.650631006612895
182,4.866181791147284
183,6.407316239293052
184,5.015307801001664
185,4.533661539929662
186,5.1554131511198324
187,4.614653212903268
188,4.886364989068196
189,4.533643284696971
190,4.129459777677682
191,4.373610526486272
192,4.749277431717474
193,4.183196240713733
194,4.7587073094202985
195,5.085526252751923
196,4.554266343840881
197,5.537333616638926
198,6.220008696741987
199,4.086169275777719
200,3.755833540569597
201,4.6269456867373355
202,10.43870252431356
203,5.907038709547166
204,4.2342051018614235
205,7.165396161284395
206,4.162465172150894
207,4.5519452107835425
208,4.249951978844048
209,4.600869512321233
210,4.7793790287671705
211,6.229049677458177
212,4.351681377485766
213,3.6525262704329715
214,4.585349015887482
215,4.6584919942027
216,4.990092986854702
217,4.586051726947231
218,5.34474142023876
219,4.509405366397693
220,4.95427568814691
221,5.022602414718904
222,4.610410469731475
223,5.543800122551177
224,5.9094417257615
225,4.730035982945785
226,4.660080515977533
227,4.351164588270641
228,4.1889086993304
229,4.845646568912375
230,4.363195820166504
231,6.597696791716195
232,3.9650844859091
233,4.870582282364693
234,4.093846524101194
235,4.5369372671881685
236,4.096488289068762
237,5.089453064843474
238,4.405222193860197
239,9.845668727194061
240,5.520113151579326
241,7.314210027007516
242,3.9460485812958983
243,4.501139896307581
244,6.207298266189548
245,4.540303721769503
246,4.97135635665356
247,4.026800599005676
248,4.849857985453583
249,4.513061420003237
250,4.621929213895377
251,9.597307736218587
252,5.027488113650206
253,4.376327300397185
254,5.119967668577645
255,5.116282710353601
256,4.51964183343553
257,4.611414674585235
258,4.90234034829505
259,5.067406508130356
260,4.448228626014701
261,4.816053997244907
262,4.6879531489323165
263,3.9374403219763208
264,5.3140289626271855
265,5.973625575159898
266,4.52843371153215
267,4.159986186499508
268,5.589661874516609
269,4.796855851334432
270,6.544162901283974
271,4.273610033547976
272,4.63822714479204
273,4.147446893681844
274,3.782169166671147
275,4.4810757643537595
276,3.9840596820753356
277,4.471464006918289
278,4.58519166875231
279,4.452686049301722
280,4.06405458124368
281,4.302668068416142
282,5.769281515463006
283,4.301298320202658
284,3.462175529201325
285,6.424820443502646
286,4.916421241936127
287,4.348996034884961
288,4.163454605294892
289,4.929381573995886
290,4.806260993427205
291,5.82115660460938
292,4.617882262216603
293,5.017350126384788
294,4.10658217433538
295,5.232508579913204
296,4.159376578669074
297,4.1710746400411205
298,7.2429750713143655
299,4.426624275563264
300,4.109369910569806
301,4.5657867334477915
302,9.374603449465214
303,4.875390751854774
304,4.770940288192226
305,5.096700327342256
306,4.587701912258579
307,4.9786010509307825
308,4.630216221335333
309,4.349636926445462
310,5.07071911034696
311,4.491321085107413
312,7.306476051655425
313,4.809437117112983
314,4.789988287656209
315,4.776923629694615
316,4.852312068099066
317,7.488379385729245
318,4.731232606588468
319,8.497642424524289
320,6.888287094226545
321,4.844762948253739
322,5.348338984118351
323,6.34724435468339
324,5.441649218196951
325,4.846929915718527
326,3.986087304650282
327,3.7757436252809766
328,4.1677443615563865
329,5.172501716682444
330,4.90833524436965
331,4.500996998328339
332,4.53048441958499
333,4.850448358563776
334,6.859595470861009
335,4.275764203684127
336,4.474503257729248
337,6.008725833441414
338,4.4780716178424385
339,3.9922647085139604
340,4.009247206912936
341,5.146508452439607
342,4.523439683008444
343,4.164299705719466
344,4.461591711094087
345,6.093923551917789
346,4.992640281787968
347,8.091994468150512
348,4.633519973979712
349,16.666383128581668
350,4.054304089450428
351,4.904606758254724
352,6.384873300028705
353,4.547742329775862
354,3.95946547674768
355,4.696198036469949
356,4.688885161340045
357,6.1803627044045735
358,4.410552838868302
359,7.834087747420253
360,7.007745463054303
361,5.156755094549065
362,4.748084761988947
363,4.711819554797202
364,4.356214924574283
365,4.040351276619287
366,4.769338888383664
367,3.9809866564040726
368,5.247123041433641
369,6.458879741977369
370,4.791953684435439
371,4.76271733271952
372,5.141188772124684
373,4.541346629364969
374,5.9977166074775035
375,3.75904165964537
376,3.745878993317425
377,5.9339739469261525
378,4.525275913226688
379,4.048867883601901
380,4.692774778193108
381,4.512059678153481
382,4.972029032490729
383,4.860213837890129
384,3.955842137521255
385,4.8976281397483366
386,4.552257542396983
387,4.7316438451771194
388,4.7931802139027635
389,4.9382109924713165
390,5.133258096325693
391,4.998402084899049
392,5.398176629059213
393,3.4375500868329483
394,6.442261058509274
395,4.389952791730495
396,5.769065791784034
397,4.0975150023673
398,4.313210673579721
399,4.120929026702435
400,3.3936840934560855
401,4.12392792767438
402,6.229983983177567
403,3.467657147666577
404,4.588906039210726
405,4.235679177122223
406,4.011694977779156
407,5.265091815940095
408,4.570717750788938
409,5.049455951645627
410,4.527341174218136
411,4.723965723104692
412,6.044405366531859
413,4.464816160416711
414,4.73831256716878
415,4.977361478631506
416,7.466954240892786
417,4.6584272690818045
418,5.047555069775932
419,4.957043757217624
420,5.782308653038344
421,4.836912961585457
422,5.021821691571319
423,4.526814074429754
424,6.127795210894257
425,6.008919308359839
426,5.633354998588832
427,4.61612179136466
428,4.438100358077296
429,4.810790544901052
430,5.681828552287997
431,5.643225325122766
432,3.9650280412033805
433,4.7295946562982865
434,4.931555543136713
435,4.938823705369471
436,4.272258357878841
437,4.187122386800326
438,4.727906793591999
439,4.161597908688262
440,3.796970453742815
441,7.243131051723225
442,4.431773417366299
443,8.262583545483666
444,4.310502683336634
445,4.127907058997305
446,5.979700761393312
447,4.76801177428143
448,7.741563428337961
449,4.672833727285594
450,5.295163151718275
451,4.459773299282499
452,5.065739190671265
453,4.3212413000656955
454,4.705577095270994
455,5.212169134822285
456,4.889761445243071
457,13.48426374921561
458,4.26836154563286
459,5.99924351356337
460,4.633993913990883
461,5.461853029457093
462,4.6160664557264335
463,3.9946563462929428
464,3.883272568395346
465,4.828788927319506
466,5.6152235914252495
467,6.5509229887925295
468,3.964270431541384
469,5.373646849197994
470,9.222142276177761
471,7.76000252102593
472,3.7298601787828196
473,5.634433101859877
474,5.656090295618499
475,5.447264531702372
476,3.845743819281943
477,4.365759111796197
478,9.579138562176693
479,3.9519962786827043
480,5.268354264779245
481,4.670111224071966
482,4.878361910584619
483,4.832619118371044
484,4.58878657653669
485,4.230559086559445
486,5.935249484464176
487,5.170797290663808
488,8.293462005362432
489,4.826683128934809
490,4.430420336973482
491,4.59215570439077
492,3.962487978028995
493,3.6476738254802994
494,4.627683963376793
495,4.448644190898977
496,4.345917669699631
497,4.081174094789008
498,5.3977333864062755
499,4.734044462994159
500,6.505280442712901
501,7.510574717078569
502,4.589023944026604
503,4.404257854793324
504,4.6407993067939985
505,5.518999473690276
506,4.8433724656032116
507,4.691087263539517
508,8.32349232368226
509,4.0784674254225965
510,3.9395895118425925
511,4.197732907793602
512,5.587624000243103
513,4.8376113364214595
514,5.878936659655192
515,4.5964361354065435
516,4.222397509307626
517,4.835028225526074
518,6.11093453383434
519,4.970361951675238
520,7.584897201902929
521,5.131093223322613
522,4.913230936057977
523,4.720845288511534
524,4.908704223878836
525,4.869667908200444
526,4.928246361472794
527,4.918739114513196
528,4.516290802440793
529,5.677960480082983
530,5.486084910648482
531,5.185687417803816
532,4.027448490642684
533,4.787758977040216
534,4.084826811304985
535,5.020522539099024
536,4.526907893591056
537,3.9863723687622716
538,4.939364331092296
539,6.334558578404894
540,4.209873403229565
541,5.958796042179979
542,5.41321275961991
543,5.028306498780454
544,4.8882170812138
545,4.06759863166786
546,5.611898978769823
547,4.834668794576555
548,4.351867163984619
549,4.398532598614391
550,5.2383849558682085
551,5.052811568820538
552,6.200539058201845
553,5.407036791067598
554,4.06674524639085
555,5.100785731287266
556,5.039585472580755
557,3.991606725260726
558,4.7511362338009135
559,6.5185840455426
560,5.719994456354007
561,5.795810719656809
562,5.851408957963218
563,4.8394228336019385
564,4.251361644767977
565,5.371010331125423
566,5.1733532603254755
567,4.797724302569792
568,5.059581756145083
569,4.00596170794468
570,4.779889089363786
571,5.05131776013302
572,4.634705229502408
573,4.031222099075158
574,5.376867798364543
575,5.113982416785736
576,6.39588595500665
577,13.003743365865654
578,4.675643467703995
579,5.257551842864539
580,4.956569525137829
581,6.515305493237865
582,5.850188940055305
583,4.552337502615532
584,6.125457353343471
585,5.143758081308486
586,4.776115755779782
587,3.9120423734433714
588,4.920034965317415
589,4.8323840779778235
590,7.06342323522729
591,4.392282621526202
592,4.535053438999351
593,4.196783034206614
594,5.398836234994626
595,4.94323119035546
596,6.7017686452110885
597,4.1940825132402795
598,4.552675418306203
599,4.234470847120195
600,4.227251530950461
601,4.020955997117233
602,4.177782007316339
603,6.651929283983662
604,6.108696643899316
605,3.9910591125570005
606,5.38481779500686
607,5.465709953881772
608,4.059043323782606
609,4.646117198705019
610,5.689682196497285
611,5.178068032203639
612,4.822580198352264
613,5.595532310896943
614,5.391623624681432
615,5.083003047541361
616,4.991389849573829
617,4.690551646231058
618,4.133857157034764
619,4.556199908450197
620,13.306218025029844
621,5.283420543902532
622,5.797285850735428
623,4.82039539757147
624,7.335256682523251
625,8.27462409849334
626,4.502004885694147
627,5.258774796604879
628,4.398523498725285
629,4.159955982122958
630,4.755100668910631
631,3.993085001762952
632,5.029416062691194
633,5.173567980126576
634,4.585064148328517
635,4.752324971316141
636,4.513340743418816
637,4.071613504507926
638,5.858828083479118
639,4.755614754834024
640,12.679049147803036
641,5.90588942327453
642,9.126549058655511
643,7.163416401620025
644,4.85659788577912
645,5.940237824629199
646,4.002952133628784
647,4.690667825474573
648,4.877393812615804
649,5.521295230528517
650,5.417920334910921
651,4.951530480054608
652,4.604645702346755
653,4.8805298967224395
654,5.066169180952547
655,4.70793312228728
656,4.719637846441791
657,4.473038692801874
