index,운송장_건수
0,4.9364780589461
1,4.0241061966532286
2,3.6943449643206554
3,5.051819423805871
4,4.437772829931798
5,6.343207644352226
6,4.552512744103361
7,6.300338143728355
8,4.42672555972249
9,12.086464341225378
10,5.023309710772237
11,5.780624142363149
12,7.5184459328803195
13,8.584981507921931
14,4.2448320608926755
15,4.780001262113894
16,5.8199241320936945
17,5.121769403537612
18,11.758361322122894
19,4.979587982915405
20,5.69334648536263
21,5.850029980105034
22,5.077314815151248
23,3.598078103376089
24,4.8412759680991
25,4.05099101032553
26,5.590141756902737
27,4.396173674274117
28,9.036688395594407
29,4.857747116689888
30,4.827655278665508
31,6.017271189778348
32,4.651198758793901
33,4.066452291535608
34,4.377266862858752
35,9.406988338480147
36,3.9101191850279533
37,4.281600126681988
38,5.586414196334707
39,7.239503432635142
40,4.280397623116601
41,5.661266996300789
42,4.775874175153705
43,4.473784835894189
44,7.633728357936447
45,3.611643910217006
46,4.865959944524968
47,4.7710395641440435
48,17.759974539747446
49,5.5521666091902535
50,3.1623575305108087
51,10.039266090927535
52,6.818497527668395
53,4.106639452033383
54,5.968617450546408
55,4.770381499047191
56,5.803234692834745
57,3.874529581019287
58,5.059697777550116
59,10.53094458499952
60,13.42572521453977
61,3.812596231264775
62,7.3464351590618495
63,4.200169566128934
64,4.909296758881191
65,10.206129456682042
66,9.633333721853854
67,5.821187415101017
68,5.84409946927967
69,5.223756837382659
70,4.0655392473594105
71,6.312860746458522
72,8.447955588050013
73,7.275128256823986
74,4.569776615251044
75,9.528755346063402
76,5.472247767518581
77,4.38389070468367
78,4.819484367022726
79,6.806956869507566
80,4.920847372210885
81,4.051032093865759
82,3.493803514311549
83,5.412875663941323
84,4.045341213767152
85,6.271109901303279
86,5.665694249340947
87,4.9079032672685114
88,6.06779060820725
89,4.870326539000194
90,4.107261455249518
91,6.495278375612824
92,5.288047701004102
93,13.827036412695412
94,5.449014155722716
95,3.9750233567729625
96,5.057653032392767
97,6.215947378019036
98,6.824754217122487
99,8.607264186591406
100,4.523238304814096
101,4.980277934443584
102,4.264755311803615
103,3.9234067068873877
104,5.205860211516077
105,4.543938998516894
106,9.480338461632877
107,3.745761440106085
108,5.826729165887731
109,8.3787158184189
110,5.310348410688031
111,5.725115820428318
112,4.988602644917065
113,10.125103132091601
114,4.111538576487202
115,7.200674242325454
116,8.470286877653983
117,4.781142160686749
118,4.204783277353804
119,6.209322061305924
120,4.164866369513228
121,3.7201891195471615
122,5.251799183551574
123,7.190884445858253
124,3.66684321262079
125,3.731729879283433
126,5.0889494177037875
127,3.8772031786133816
128,4.051268438066483
129,4.6101905163549395
130,4.70237908872819
131,5.107176617276339
132,4.1517472718912485
133,4.343870200858034
134,4.080083420607602
135,6.114965109961226
136,5.525478749195225
137,4.170798597472652
138,15.168183133586492
139,4.304961443003118
140,4.424017344665764
141,3.9515190001179774
142,6.53899685975531
143,7.718197674177709
144,4.468747883641871
145,4.4701633357381585
146,4.822676755107818
147,10.482405914642626
148,3.747983345143154
149,5.657422096323339
150,6.249312809004022
151,4.3046981615509
